,avg_ratings,all_ratings,actual_price,with_discount,reviews
1041,4.4,"67,182 Ratings","₹20,990","₹15,999"," 4,427 Reviews"
1042,4.5,"1,16,707 Ratings","₹19,990","₹14,499"," 7,276 Reviews"
1043,4.4,"10,343 Ratings","₹24,990","₹19,990", 903 Reviews
1044,4.4,"67,182 Ratings","₹20,990","₹15,999"," 4,427 Reviews"
1045,4.3,"7,987 Ratings","₹23,990","₹17,999", 575 Reviews
1046,4.4,"13,487 Ratings",,"₹34,990"," 1,321 Reviews"
1047,4.4,"67,182 Ratings","₹20,990","₹15,999"," 4,427 Reviews"
1048,4.4,"13,487 Ratings",,"₹30,990"," 1,321 Reviews"
1049,4.3,"9,104 Ratings","₹32,999","₹17,345", 804 Reviews
1050,4.2,"12,865 Ratings","₹7,999","₹5,999", 950 Reviews
1051,4.2,"12,865 Ratings","₹7,999","₹5,999", 950 Reviews
1052,4.3,"12,111 Ratings","₹16,999","₹14,999", 602 Reviews
1053,4.5,"11,582 Ratings","₹29,999","₹25,999", 614 Reviews
1054,4,"10,918 Ratings","₹2,200",₹998, 620 Reviews
1055,4.3,"12,111 Ratings","₹16,999","₹14,999", 602 Reviews
1056,4.3,"49,953 Ratings",,"₹12,999"," 2,995 Reviews"
1057,4.3,"2,12,390 Ratings",,"₹14,999"," 10,811 Reviews"
1058,4.4,"18,842 Ratings","₹24,999","₹17,999"," 1,694 Reviews"
1059,4.3,"2,12,390 Ratings",,"₹14,999"," 10,811 Reviews"
1060,4.3,"2,12,390 Ratings",,"₹14,999"," 10,811 Reviews"
1061,4.3,"2,12,390 Ratings",,"₹14,999"," 10,811 Reviews"
1062,4.3,"2,12,390 Ratings",,"₹14,999"," 10,811 Reviews"
1063,4.5,"11,582 Ratings","₹29,999","₹25,999", 614 Reviews
1064,4.3,"49,953 Ratings",,"₹12,999"," 2,995 Reviews"
1065,4.3,"49,953 Ratings",,"₹12,999"," 2,995 Reviews"
1066,4.3,"2,12,390 Ratings",,"₹14,999"," 10,811 Reviews"
1067,4.5,"1,86,736 Ratings","₹16,999","₹12,999"," 6,564 Reviews"
1068,4.3,"49,953 Ratings",,"₹12,999"," 2,995 Reviews"
1069,3.7,10 Ratings,,"₹7,999", 1 Reviews
1070,4.5,"1,86,736 Ratings","₹16,999","₹12,999"," 6,564 Reviews"
1071,3.8,20 Ratings,,"₹7,888", 9 Reviews
1072,4.3,6 Ratings,,"₹7,999", 1 Reviews
1073,3,13 Ratings,"₹6,999","₹4,499", 3 Reviews
1074,2.6,9 Ratings,,"₹2,990", 3 Reviews
1075,3.7,"2,397 Ratings",,"₹7,499", 241 Reviews
1076,3.6,"10,887 Ratings","₹3,900","₹3,855"," 2,153 Reviews"
1077,3.6,"10,887 Ratings","₹3,900","₹3,855"," 2,153 Reviews"
1078,4.1,"37,003 Ratings",,"₹7,999"," 3,973 Reviews"
1079,4.1,"66,178 Ratings",,"₹7,999"," 8,076 Reviews"
